Date,SSN,F107
2011-06-21,50.0,96.0
2011-06-22,50.0,95.0
2011-06-23,58.0,93.0
2011-06-24,65.0,96.0
2011-06-25,50.0,96.0
2011-06-26,27.0,94.0
2011-06-27,15.0,90.0
2011-06-28,38.0,89.0
2011-06-29,41.0,87.0
2011-06-30,49.0,87.0
2011-07-01,56.0,87.0
2011-07-02,44.0,85.0
2011-07-03,41.0,86.0
2011-07-04,46.0,85.0
2011-07-05,32.0,84.0
2011-07-06,34.0,84.0
2011-07-07,38.0,85.0
2011-07-08,63.0,85.0
2011-07-09,49.0,85.0
2011-07-10,59.0,90.0
2011-07-11,75.0,90.0
2011-07-12,72.0,91.0
2011-07-13,68.0,94.0
2011-07-14,68.0,94.0
2011-07-15,82.0,93.0
2011-07-16,74.0,93.0
2011-07-17,93.0,103.0
2011-07-18,115.0,102.0
2011-07-19,109.0,100.0
2011-07-20,71.0,100.0
2011-07-21,60.0,96.0
2011-07-22,54.0,92.0
2011-07-23,43.0,88.0
2011-07-24,43.0,86.0
2011-07-25,29.0,87.0
2011-07-26,43.0,93.0
2011-07-27,63.0,99.0
2011-07-28,96.0,107.0
2011-07-29,90.0,111.0
2011-07-30,91.0,112.0
2011-07-31,99.0,118.0
2011-08-01,107.0,124.0
2011-08-02,95.0,121.0
2011-08-03,81.0,119.0
2011-08-04,92.0,116.0
2011-08-05,88.0,109.0
2011-08-06,79.0,110.0
2011-08-07,79.0,105.0
2011-08-08,70.0,101.0
2011-08-09,61.0,97.0
2011-08-10,36.0,90.0
2011-08-11,38.0,84.0
2011-08-12,29.0,83.0
2011-08-13,18.0,83.0
2011-08-14,0.0,88.0
2011-08-15,12.0,90.0
2011-08-16,31.0,93.0
2011-08-17,51.0,97.0
2011-08-18,59.0,97.0
2011-08-19,60.0,98.0
2011-08-20,59.0,100.0
2011-08-21,73.0,100.0
2011-08-22,92.0,108.0
2011-08-23,98.0,103.0
2011-08-24,70.0,104.0
2011-08-25,65.0,104.0
2011-08-26,86.0,104.0
2011-08-27,77.0,103.0
2011-08-28,64.0,101.0
2011-08-29,56.0,101.0
2011-08-30,90.0,101.0
2011-08-31,125.0,109.0
2011-09-01,131.0,111.0
2011-09-02,136.0,115.0
2011-09-03,140.0,118.0
2011-09-04,105.0,119.0
2011-09-05,114.0,118.0
2011-09-06,89.0,111.0
2011-09-07,72.0,112.0
2011-09-08,54.0,110.0
2011-09-09,72.0,111.0
2011-09-10,80.0,116.0
2011-09-11,94.0,121.0
2011-09-12,139.0,123.0
2011-09-13,145.0,129.0
2011-09-14,169.0,142.0
2011-09-15,191.0,140.0
2011-09-16,191.0,143.0
2011-09-17,160.0,144.0
2011-09-18,143.0,150.0
2011-09-19,142.0,140.0
2011-09-20,123.0,144.0
2011-09-21,108.0,144.0
2011-09-22,109.0,150.0
2011-09-23,91.0,158.0
2011-09-24,116.0,190.0
2011-09-25,122.0,168.0
2011-09-26,112.0,148.0
2011-09-27,103.0,139.0
2011-09-28,109.0,133.0
2011-09-29,128.0,136.0
2011-09-30,116.0,138.0
2011-10-01,118.0,136.0
2011-10-02,118.0,130.0
2011-10-03,113.0,128.0
2011-10-04,128.0,130.0
2011-10-05,100.0,126.0
2011-10-06,100.0,123.0
2011-10-07,89.0,122.0
2011-10-08,69.0,118.0
2011-10-09,79.0,121.0
2011-10-10,90.0,126.0
2011-10-11,124.0,130.0
2011-10-12,146.0,134.0
2011-10-13,161.0,137.0
2011-10-14,170.0,136.0
2011-10-15,148.0,137.0
2011-10-16,154.0,151.0
2011-10-17,176.0,152.0
2011-10-18,156.0,146.0
2011-10-19,141.0,147.0
2011-10-20,183.0,159.0
2011-10-21,194.0,167.0
2011-10-22,174.0,164.0
2011-10-23,134.0,155.0
2011-10-24,130.0,145.0
2011-10-25,110.0,138.0
2011-10-26,104.0,132.0
2011-10-27,93.0,131.0
2011-10-28,101.0,133.0
2011-10-29,94.0,123.0
2011-10-30,103.0,126.0
2011-10-31,96.0,138.0
2011-11-01,125.0,138.0
2011-11-02,128.0,153.0
2011-11-03,125.0,160.0
2011-11-04,99.0,163.0
2011-11-05,114.0,171.0
2011-11-06,145.0,176.0
2011-11-07,173.0,182.0
2011-11-08,171.0,181.0
2011-11-09,177.0,180.0
2011-11-10,170.0,178.0
2011-11-11,162.0,173.0
2011-11-12,157.0,168.0
2011-11-13,162.0,155.0
2011-11-14,164.0,161.0
2011-11-15,141.0,148.0
2011-11-16,125.0,142.0
2011-11-17,121.0,147.0
2011-11-18,132.0,144.0
2011-11-19,128.0,139.0
2011-11-20,137.0,139.0
2011-11-21,127.0,141.0
2011-11-22,138.0,142.0
2011-11-23,142.0,140.0
2011-11-24,131.0,137.0
2011-11-25,158.0,135.0
2011-11-26,131.0,132.0
2011-11-27,124.0,135.0
2011-11-28,98.0,137.0
2011-11-29,135.0,140.0
2011-11-30,132.0,144.0
2011-12-01,129.0,152.0
2011-12-02,127.0,157.0
2011-12-03,154.0,164.0
2011-12-04,162.0,163.0
2011-12-05,151.0,158.0
2011-12-06,151.0,151.0
2011-12-07,132.0,148.0
2011-12-08,159.0,144.0
2011-12-09,114.0,143.0
2011-12-10,102.0,140.0
2011-12-11,93.0,134.0
2011-12-12,76.0,131.0
2011-12-13,81.0,133.0
2011-12-14,78.0,132.0
2011-12-15,57.0,124.0
2011-12-16,75.0,121.0
2011-12-17,90.0,119.0
2011-12-18,100.0,127.0
2011-12-19,115.0,128.0
2011-12-20,108.0,137.0
2011-12-21,109.0,144.0
2011-12-22,103.0,145.0
2011-12-23,103.0,138.0
2011-12-24,84.0,142.0
2011-12-25,97.0,144.0
2011-12-26,117.0,145.0
2011-12-27,114.0,140.0
2011-12-28,109.0,144.0
2011-12-29,112.0,147.0
2011-12-30,93.0,141.0
2011-12-31,93.0,132.0
2012-01-01,71.0,
2012-01-02,92.0,134.0
2012-01-03,120.0,134.0
2012-01-04,126.0,136.0
2012-01-05,109.0,141.0
2012-01-06,113.0,135.0
2012-01-07,113.0,140.0
2012-01-08,104.0,135.0
2012-01-09,79.0,142.0
2012-01-10,70.0,128.0
2012-01-11,63.0,120.0
2012-01-12,52.0,116.0
2012-01-13,71.0,124.0
2012-01-14,118.0,132.0
2012-01-15,149.0,133.0
2012-01-16,154.0,139.0
2012-01-17,141.0,139.0
2012-01-18,126.0,148.0
2012-01-19,105.0,157.0
2012-01-20,102.0,141.0
2012-01-21,112.0,141.0
2012-01-22,109.0,141.0
2012-01-23,113.0,144.0
2012-01-24,86.0,135.0
2012-01-25,76.0,126.0
2012-01-26,49.0,128.0
2012-01-27,65.0,141.0
2012-01-28,45.0,114.0
2012-01-29,57.0,109.0
2012-01-30,62.0,114.0
2012-01-31,75.0,116.0
2012-02-01,89.0,117.0
2012-02-02,59.0,118.0
2012-02-03,35.0,111.0
2012-02-04,38.0,107.0
2012-02-05,29.0,102.0
2012-02-06,42.0,112.0
2012-02-07,32.0,107.0
2012-02-08,13.0,97.0
2012-02-09,29.0,99.0
2012-02-10,46.0,110.0
2012-02-11,46.0,112.0
2012-02-12,49.0,110.0
2012-02-13,65.0,108.0
2012-02-14,58.0,107.0
2012-02-15,54.0,104.0
2012-02-16,48.0,103.0
2012-02-17,49.0,103.0
2012-02-18,55.0,104.0
2012-02-19,70.0,105.0
2012-02-20,64.0,111.0
2012-02-21,59.0,103.0
2012-02-22,44.0,104.0
2012-02-23,55.0,103.0
2012-02-24,58.0,108.0
2012-02-25,48.0,108.0
2012-02-26,48.0,107.0
2012-02-27,44.0,105.0
2012-02-28,39.0,103.0
2012-02-29,20.0,102.0
2012-03-01,24.0,103.0
2012-03-02,27.0,108.0
2012-03-03,63.0,116.0
2012-03-04,86.0,120.0
2012-03-05,108.0,131.0
2012-03-06,115.0,138.0
2012-03-07,106.0,135.0
2012-03-08,97.0,139.0
2012-03-09,110.0,145.0
2012-03-10,104.0,148.0
2012-03-11,116.0,131.0
2012-03-12,116.0,114.0
2012-03-13,96.0,140.0
2012-03-14,85.0,118.0
2012-03-15,88.0,110.0
2012-03-16,85.0,98.0
2012-03-17,88.0,102.0
2012-03-18,62.0,102.0
2012-03-19,74.0,101.0
2012-03-20,86.0,99.0
2012-03-21,77.0,99.0
2012-03-22,70.0,102.0
2012-03-23,71.0,104.0
2012-03-24,94.0,102.0
2012-03-25,89.0,101.0
2012-03-26,88.0,102.0
2012-03-27,84.0,105.0
2012-03-28,88.0,107.0
2012-03-29,106.0,111.0
2012-03-30,94.0,110.0
2012-03-31,89.0,110.0
2012-04-01,65.0,107.0
2012-04-02,79.0,105.0
2012-04-03,72.0,103.0
2012-04-04,64.0,102.0
2012-04-05,53.0,100.0
2012-04-06,53.0,97.0
2012-04-07,30.0,98.0
2012-04-08,25.0,93.0
2012-04-09,14.0,94.0
2012-04-10,16.0,93.0
2012-04-11,30.0,93.0
2012-04-12,58.0,95.0
2012-04-13,54.0,97.0
2012-04-14,51.0,98.0
2012-04-15,90.0,101.0
2012-04-16,61.0,107.0
2012-04-17,79.0,113.0
2012-04-18,112.0,121.0
2012-04-19,148.0,137.0
2012-04-20,168.0,141.0
2012-04-21,162.0,149.0
2012-04-22,146.0,147.0
2012-04-23,138.0,141.0
2012-04-24,134.0,133.0
2012-04-25,126.0,127.0
2012-04-26,117.0,119.0
2012-04-27,106.0,117.0
2012-04-28,112.0,121.0
2012-04-29,110.0,116.0
2012-04-30,104.0,114.0
2012-05-01,96.0,109.0
2012-05-02,95.0,115.0
2012-05-03,96.0,114.0
2012-05-04,87.0,114.0
2012-05-05,88.0,116.0
2012-05-06,87.0,117.0
2012-05-07,80.0,121.0
2012-05-08,85.0,122.0
2012-05-09,91.0,127.0
2012-05-10,96.0,130.0
2012-05-11,110.0,136.0
2012-05-12,101.0,129.0
2012-05-13,105.0,130.0
2012-05-14,119.0,130.0
2012-05-15,122.0,129.0
2012-05-16,137.0,130.0
2012-05-17,110.0,136.0
2012-05-18,102.0,132.0
2012-05-19,109.0,130.0
2012-05-20,116.0,130.0
2012-05-21,110.0,125.0
2012-05-22,80.0,121.0
2012-05-23,77.0,117.0
2012-05-24,87.0,115.0
2012-05-25,94.0,117.0
2012-05-26,80.0,110.0
2012-05-27,82.0,110.0
2012-05-28,109.0,110.0
2012-05-29,78.0,106.0
2012-05-30,73.0,111.0
2012-05-31,89.0,117.0
2012-06-01,121.0,128.0
2012-06-02,151.0,129.0
2012-06-03,165.0,129.0
2012-06-04,148.0,128.0
2012-06-05,151.0,138.0
2012-06-06,153.0,151.0
2012-06-07,127.0,128.0
2012-06-08,107.0,124.0
2012-06-09,106.0,128.0
2012-06-10,121.0,128.0
2012-06-11,128.0,133.0
2012-06-12,111.0,141.0
2012-06-13,113.0,142.0
2012-06-14,123.0,148.0
2012-06-15,117.0,144.0
2012-06-16,106.0,134.0
2012-06-17,88.0,124.0
2012-06-18,57.0,118.0
2012-06-19,51.0,109.0
2012-06-20,30.0,103.0
2012-06-21,16.0,97.0
2012-06-22,16.0,88.0
2012-06-23,16.0,84.0
2012-06-24,20.0,85.0
2012-06-25,17.0,88.0
2012-06-26,36.0,99.0
2012-06-27,70.0,106.0
2012-06-28,87.0,119.0
2012-06-29,103.0,117.0
2012-06-30,104.0,124.0
2012-07-01,126.0,133.0
2012-07-02,128.0,165.0
2012-07-03,125.0,145.0
2012-07-04,131.0,163.0
2012-07-05,129.0,164.0
2012-07-06,132.0,157.0
2012-07-07,146.0,158.0
2012-07-08,117.0,177.0
2012-07-09,122.0,173.0
2012-07-10,107.0,173.0
2012-07-11,110.0,161.0
2012-07-12,125.0,165.0
2012-07-13,129.0,147.0
2012-07-14,125.0,147.0
2012-07-15,117.0,140.0
2012-07-16,102.0,154.0
2012-07-17,86.0,127.0
2012-07-18,57.0,109.0
2012-07-19,38.0,100.0
2012-07-20,36.0,92.0
2012-07-21,29.0,89.0
2012-07-22,29.0,93.0
2012-07-23,63.0,96.0
2012-07-24,71.0,102.0
2012-07-25,68.0,105.0
2012-07-26,86.0,114.0
2012-07-27,110.0,123.0
2012-07-28,107.0,126.0
2012-07-29,111.0,131.0
2012-07-30,120.0,136.0
2012-07-31,122.0,139.0
2012-08-01,132.0,150.0
2012-08-02,143.0,134.0
2012-08-03,174.0,139.0
2012-08-04,152.0,138.0
2012-08-05,123.0,134.0
2012-08-06,98.0,134.0
2012-08-07,122.0,128.0
2012-08-08,123.0,133.0
2012-08-09,158.0,131.0
2012-08-10,131.0,125.0
2012-08-11,108.0,119.0
2012-08-12,98.0,112.0
2012-08-13,74.0,108.0
2012-08-14,33.0,105.0
2012-08-15,30.0,100.0
2012-08-16,32.0,98.0
2012-08-17,50.0,95.0
2012-08-18,54.0,97.0
2012-08-19,72.0,96.0
2012-08-20,80.0,96.0
2012-08-21,71.0,94.0
2012-08-22,69.0,94.0
2012-08-23,71.0,96.0
2012-08-24,71.0,104.0
2012-08-25,77.0,105.0
2012-08-26,78.0,113.0
2012-08-27,75.0,111.0
2012-08-28,80.0,111.0
2012-08-29,83.0,118.0
2012-08-30,126.0,127.0
2012-08-31,150.0,130.0
2012-09-01,145.0,145.0
2012-09-02,142.0,142.0
2012-09-03,171.0,141.0
2012-09-04,159.0,137.0
2012-09-05,122.0,132.0
2012-09-06,116.0,128.0
2012-09-07,95.0,133.0
2012-09-08,82.0,128.0
2012-09-09,89.0,123.0
2012-09-10,70.0,111.0
2012-09-11,76.0,105.0
2012-09-12,73.0,102.0
2012-09-13,58.0,99.0
2012-09-14,52.0,100.0
2012-09-15,61.0,97.0
2012-09-16,64.0,97.0
2012-09-17,55.0,101.0
2012-09-18,64.0,104.0
2012-09-19,67.0,109.0
2012-09-20,81.0,117.0
2012-09-21,84.0,116.0
2012-09-22,58.0,124.0
2012-09-23,75.0,133.0
2012-09-24,95.0,136.0
2012-09-25,136.0,139.0
2012-09-26,145.0,139.0
2012-09-27,113.0,133.0
2012-09-28,85.0,137.0
2012-09-29,79.0,136.0
2012-09-30,99.0,135.0
2012-10-01,78.0,128.0
2012-10-02,73.0,118.0
2012-10-03,63.0,111.0
2012-10-04,62.0,109.0
2012-10-05,60.0,106.0
2012-10-06,43.0,98.0
2012-10-07,40.0,98.0
2012-10-08,49.0,103.0
2012-10-09,70.0,106.0
2012-10-10,76.0,112.0
2012-10-11,73.0,116.0
2012-10-12,83.0,121.0
2012-10-13,80.0,124.0
2012-10-14,95.0,132.0
2012-10-15,119.0,136.0
2012-10-16,115.0,137.0
2012-10-17,102.0,135.0
2012-10-18,109.0,137.0
2012-10-19,95.0,141.0
2012-10-20,73.0,151.0
2012-10-21,82.0,144.0
2012-10-22,85.0,155.0
2012-10-23,92.0,141.0
2012-10-24,95.0,135.0
2012-10-25,79.0,130.0
2012-10-26,78.0,130.0
2012-10-27,67.0,121.0
2012-10-28,53.0,117.0
2012-10-29,69.0,108.0
2012-10-30,65.0,106.0
2012-10-31,50.0,104.0
2012-11-01,47.0,98.0
2012-11-02,45.0,96.0
2012-11-03,44.0,93.0
2012-11-04,45.0,95.0
2012-11-05,51.0,96.0
2012-11-06,47.0,98.0
2012-11-07,61.0,101.0
2012-11-08,65.0,104.0
2012-11-09,65.0,115.0
2012-11-10,79.0,122.0
2012-11-11,108.0,133.0
2012-11-12,122.0,143.0
2012-11-13,121.0,146.0
2012-11-14,133.0,142.0
2012-11-15,138.0,141.0
2012-11-16,142.0,138.0
2012-11-17,139.0,135.0
2012-11-18,132.0,141.0
2012-11-19,121.0,133.0
2012-11-20,105.0,141.0
2012-11-21,106.0,140.0
2012-11-22,95.0,127.0
2012-11-23,78.0,126.0
2012-11-24,82.0,118.0
2012-11-25,84.0,121.0
2012-11-26,72.0,121.0
2012-11-27,77.0,117.0
2012-11-28,77.0,114.0
2012-11-29,78.0,113.0
2012-11-30,70.0,110.0
2012-12-01,53.0,101.0
2012-12-02,47.0,97.0
2012-12-03,44.0,96.0
2012-12-04,54.0,96.0
2012-12-05,60.0,95.0
2012-12-06,28.0,97.0
2012-12-07,31.0,97.0
2012-12-08,50.0,101.0
2012-12-09,42.0,103.0
2012-12-10,43.0,104.0
2012-12-11,47.0,103.0
2012-12-12,67.0,111.0
2012-12-13,72.0,116.0
2012-12-14,60.0,119.0
2012-12-15,62.0,122.0
2012-12-16,65.0,119.0
2012-12-17,74.0,115.0
2012-12-18,60.0,116.0
2012-12-19,54.0,113.0
2012-12-20,56.0,114.0
2012-12-21,60.0,114.0
2012-12-22,78.0,115.0
2012-12-23,79.0,114.0
2012-12-24,57.0,113.0
2012-12-25,53.0,113.0
2012-12-26,57.0,109.0
2012-12-27,54.0,106.0
2012-12-28,53.0,105.0
2012-12-29,56.0,104.0
2012-12-30,56.0,106.0
2012-12-31,89.0,113.0
2013-01-01,99.0,117.0
2013-01-02,95.0,119.0
2013-01-03,130.0,128.0
2013-01-04,150.0,143.0
2013-01-05,162.0,145.0
2013-01-06,160.0,142.0
2013-01-07,145.0,149.0
2013-01-08,154.0,155.0
2013-01-09,156.0,169.0
2013-01-10,148.0,173.0
2013-01-11,163.0,172.0
2013-01-12,160.0,168.0
2013-01-13,128.0,156.0
2013-01-14,119.0,154.0
2013-01-15,110.0,139.0
2013-01-16,90.0,137.0
2013-01-17,63.0,122.0
2013-01-18,43.0,115.0
2013-01-19,47.0,106.0
2013-01-20,47.0,106.0
2013-01-21,37.0,108.0
2013-01-22,55.0,110.0
2013-01-23,60.0,104.0
2013-01-24,55.0,103.0
2013-01-25,49.0,100.0
2013-01-26,66.0,99.0
2013-01-27,72.0,97.0
2013-01-28,61.0,97.0
2013-01-29,52.0,95.0
2013-01-30,53.0,96.0
2013-01-31,49.0,102.0
2013-02-01,64.0,103.0
2013-02-02,72.0,111.0
2013-02-03,80.0,111.0
2013-02-04,38.0,106.0
2013-02-05,42.0,105.0
2013-02-06,43.0,103.0
2013-02-07,62.0,102.0
2013-02-08,59.0,104.0
2013-02-09,61.0,107.0
2013-02-10,48.0,105.0
2013-02-11,56.0,105.0
2013-02-12,64.0,101.0
2013-02-13,38.0,100.0
2013-02-14,35.0,99.0
2013-02-15,45.0,100.0
2013-02-16,40.0,103.0
2013-02-17,72.0,
2013-02-18,109.0,104.0
2013-02-19,114.0,112.0
2013-02-20,107.0,113.0
2013-02-21,78.0,108.0
2013-02-22,67.0,107.0
2013-02-23,50.0,99.0
2013-02-24,30.0,94.0
2013-02-25,51.0,95.0
2013-02-26,53.0,98.0
2013-02-27,58.0,102.0
2013-02-28,70.0,105.0
2013-03-01,77.0,112.0
2013-03-02,96.0,111.0
2013-03-03,92.0,112.0
2013-03-04,88.0,114.0
2013-03-05,83.0,118.0
2013-03-06,77.0,114.0
2013-03-07,66.0,113.0
2013-03-08,73.0,115.0
2013-03-09,81.0,116.0
2013-03-10,100.0,119.0
2013-03-11,101.0,119.0
2013-03-12,115.0,123.0
2013-03-13,110.0,122.0
2013-03-14,123.0,122.0
2013-03-15,111.0,123.0
2013-03-16,110.0,126.0
2013-03-17,119.0,125.0
2013-03-18,107.0,117.0
2013-03-19,66.0,110.0
2013-03-20,51.0,107.0
2013-03-21,49.0,106.0
2013-03-22,49.0,100.0
2013-03-23,49.0,98.0
2013-03-24,41.0,96.0
2013-03-25,42.0,92.0
2013-03-26,30.0,92.0
2013-03-27,35.0,93.0
2013-03-28,47.0,98.0
2013-03-29,72.0,105.0
2013-03-30,73.0,108.0
2013-03-31,95.0,113.0
2013-04-01,79.0,119.0
2013-04-02,98.0,122.0
2013-04-03,101.0,127.0
2013-04-04,93.0,128.0
2013-04-05,114.0,134.0
2013-04-06,113.0,137.0
2013-04-07,126.0,137.0
2013-04-08,122.0,139.0
2013-04-09,136.0,146.0
2013-04-10,139.0,148.0
2013-04-11,126.0,137.0
2013-04-12,125.0,137.0
2013-04-13,117.0,125.0
2013-04-14,110.0,116.0
2013-04-15,93.0,113.0
2013-04-16,93.0,113.0
2013-04-17,95.0,106.0
2013-04-18,85.0,98.0
2013-04-19,87.0,100.0
2013-04-20,90.0,107.0
2013-04-21,93.0,105.0
2013-04-22,89.0,116.0
2013-04-23,82.0,115.0
2013-04-24,98.0,116.0
2013-04-25,111.0,119.0
2013-04-26,105.0,128.0
2013-04-27,107.0,127.0
2013-04-28,102.0,132.0
2013-04-29,141.0,143.0
2013-04-30,150.0,153.0
2013-05-01,142.0,159.0
2013-05-02,104.0,149.0
2013-05-03,98.0,147.0
2013-05-04,122.0,141.0
2013-05-05,110.0,137.0
2013-05-06,108.0,130.0
2013-05-07,116.0,128.0
2013-05-08,122.0,126.0
2013-05-09,116.0,128.0
2013-05-10,125.0,124.0
2013-05-11,134.0,136.0
2013-05-12,142.0,147.0
2013-05-13,153.0,150.0
2013-05-14,160.0,147.0
2013-05-15,173.0,145.0
2013-05-16,206.0,144.0
2013-05-17,183.0,136.0
2013-05-18,133.0,132.0
2013-05-19,127.0,135.0
2013-05-20,112.0,132.0
2013-05-21,113.0,125.0
2013-05-22,131.0,133.0
2013-05-23,108.0,134.0
2013-05-24,108.0,127.0
2013-05-25,118.0,121.0
2013-05-26,96.0,120.0
2013-05-27,92.0,110.0
2013-05-28,78.0,104.0
2013-05-29,72.0,106.0
2013-05-30,73.0,104.0
2013-05-31,50.0,101.0
2013-06-01,60.0,105.0
2013-06-02,77.0,110.0
2013-06-03,64.0,111.0
2013-06-04,51.0,109.0
2013-06-05,79.0,108.0
2013-06-06,76.0,109.0
2013-06-07,48.0,109.0
2013-06-08,26.0,103.0
2013-06-09,35.0,96.0
2013-06-10,26.0,93.0
2013-06-11,16.0,89.0
2013-06-12,29.0,93.0
2013-06-13,51.0,98.0
2013-06-14,64.0,109.0
2013-06-15,95.0,110.0
2013-06-16,104.0,115.0
2013-06-17,111.0,123.0
2013-06-18,113.0,124.0
2013-06-19,123.0,123.0
2013-06-20,129.0,126.0
2013-06-21,139.0,133.0
2013-06-22,137.0,130.0
2013-06-23,118.0,128.0
2013-06-24,108.0,120.0
2013-06-25,77.0,109.0
2013-06-26,60.0,106.0
2013-06-27,61.0,99.0
2013-06-28,75.0,101.0
2013-06-29,69.0,100.0
2013-06-30,80.0,102.0
2013-07-01,77.0,107.0
2013-07-02,112.0,114.0
2013-07-03,109.0,124.0
2013-07-04,121.0,137.0
2013-07-05,109.0,140.0
2013-07-06,124.0,134.0
2013-07-07,141.0,125.0
2013-07-08,122.0,119.0
2013-07-09,110.0,119.0
2013-07-10,80.0,117.0
2013-07-11,79.0,113.0
2013-07-12,73.0,117.0
2013-07-13,36.0,114.0
2013-07-14,60.0,112.0
2013-07-15,77.0,114.0
2013-07-16,77.0,113.0
2013-07-17,73.0,111.0
2013-07-18,95.0,114.0
2013-07-19,85.0,113.0
2013-07-20,59.0,112.0
2013-07-21,53.0,109.0
2013-07-22,57.0,109.0
2013-07-23,80.0,106.0
2013-07-24,70.0,107.0
2013-07-25,85.0,106.0
2013-07-26,71.0,109.0
2013-07-27,68.0,107.0
2013-07-28,73.0,109.0
2013-07-29,103.0,112.0
2013-07-30,89.0,113.0
2013-07-31,103.0,108.0
2013-08-01,96.0,112.0
2013-08-02,114.0,112.0
2013-08-03,107.0,107.0
2013-08-04,86.0,104.0
2013-08-05,82.0,104.0
2013-08-06,71.0,103.0
2013-08-07,86.0,105.0
2013-08-08,89.0,104.0
2013-08-09,64.0,103.0
2013-08-10,72.0,102.0
2013-08-11,81.0,110.0
2013-08-12,90.0,114.0
2013-08-13,108.0,122.0
2013-08-14,108.0,125.0
2013-08-15,124.0,122.0
2013-08-16,96.0,119.0
2013-08-17,100.0,149.0
2013-08-18,110.0,126.0
2013-08-19,134.0,128.0
2013-08-20,129.0,131.0
2013-08-21,146.0,130.0
2013-08-22,139.0,131.0
2013-08-23,138.0,124.0
2013-08-24,78.0,117.0
2013-08-25,50.0,112.0
2013-08-26,43.0,111.0
2013-08-27,56.0,109.0
2013-08-28,50.0,108.0
2013-08-29,53.0,108.0
2013-08-30,71.0,107.0
2013-08-31,74.0,107.0
2013-09-01,74.0,103.0
2013-09-02,90.0,105.0
2013-09-03,72.0,106.0
2013-09-04,78.0,109.0
2013-09-05,65.0,110.0
2013-09-06,49.0,101.0
2013-09-07,37.0,98.0
2013-09-08,25.0,95.0
2013-09-09,13.0,94.0
2013-09-10,18.0,94.0
2013-09-11,60.0,92.0
2013-09-12,52.0,92.0
2013-09-13,37.0,91.0
2013-09-14,25.0,92.0
2013-09-15,13.0,92.0
2013-09-16,25.0,94.0
2013-09-17,52.0,98.0
2013-09-18,63.0,104.0
2013-09-19,63.0,107.0
2013-09-20,90.0,109.0
2013-09-21,77.0,110.0
2013-09-22,79.0,111.0
2013-09-23,72.0,107.0
2013-09-24,65.0,110.0
2013-09-25,71.0,111.0
2013-09-26,54.0,109.0
2013-09-27,63.0,107.0
2013-09-28,56.0,105.0
2013-09-29,43.0,103.0
2013-09-30,53.0,104.0
2013-10-01,48.0,106.0
2013-10-02,60.0,108.0
2013-10-03,68.0,113.0
2013-10-04,79.0,109.0
2013-10-05,57.0,105.0
2013-10-06,47.0,106.0
2013-10-07,73.0,112.0
2013-10-08,96.0,111.0
2013-10-09,106.0,113.0
2013-10-10,120.0,120.0
2013-10-11,122.0,129.0
2013-10-12,112.0,127.0
2013-10-13,132.0,129.0
2013-10-14,128.0,125.0
2013-10-15,128.0,125.0
2013-10-16,119.0,128.0
2013-10-17,146.0,136.0
2013-10-18,155.0,139.0
2013-10-19,130.0,132.0
2013-10-20,114.0,133.0
2013-10-21,128.0,135.0
2013-10-22,118.0,146.0
2013-10-23,124.0,152.0
2013-10-24,144.0,160.0
2013-10-25,138.0,161.0
2013-10-26,132.0,171.0
2013-10-27,148.0,166.0
2013-10-28,147.0,159.0
2013-10-29,150.0,152.0
2013-10-30,146.0,141.0
2013-10-31,130.0,142.0
2013-11-01,106.0,146.0
2013-11-02,101.0,141.0
2013-11-03,123.0,143.0
2013-11-04,128.0,147.0
2013-11-05,122.0,148.0
2013-11-06,145.0,153.0
2013-11-07,166.0,148.0
2013-11-08,142.0,146.0
2013-11-09,104.0,148.0
2013-11-10,101.0,154.0
2013-11-11,113.0,163.0
2013-11-12,135.0,167.0
2013-11-13,152.0,171.0
2013-11-14,173.0,175.0
2013-11-15,166.0,177.0
2013-11-16,183.0,174.0
2013-11-17,192.0,177.0
2013-11-18,145.0,163.0
2013-11-19,113.0,152.0
2013-11-20,84.0,147.0
2013-11-21,72.0,141.0
2013-11-22,67.0,142.0
2013-11-23,62.0,135.0
2013-11-24,72.0,127.0
2013-11-25,40.0,119.0
2013-11-26,37.0,115.0
2013-11-27,73.0,129.0
2013-11-28,106.0,132.0
2013-11-29,98.0,128.0
2013-11-30,95.0,131.0
2013-12-01,124.0,130.0
2013-12-02,139.0,133.0
2013-12-03,110.0,135.0
2013-12-04,117.0,138.0
2013-12-05,110.0,149.0
2013-12-06,98.0,150.0
2013-12-07,89.0,156.0
2013-12-08,95.0,165.0
2013-12-09,142.0,168.0
2013-12-10,187.0,175.0
2013-12-11,176.0,170.0
2013-12-12,151.0,164.0
2013-12-13,144.0,163.0
2013-12-14,135.0,164.0
2013-12-15,135.0,156.0
2013-12-16,114.0,154.0
2013-12-17,121.0,159.0
2013-12-18,140.0,156.0
2013-12-19,140.0,153.0
2013-12-20,143.0,149.0
2013-12-21,140.0,144.0
2013-12-22,114.0,137.0
2013-12-23,111.0,136.0
2013-12-24,109.0,128.0
2013-12-25,96.0,122.0
2013-12-26,103.0,124.0
2013-12-27,106.0,130.0
2013-12-28,100.0,134.0
2013-12-29,124.0,137.0
2013-12-30,100.0,142.0
2013-12-31,136.0,145.0
2014-01-01,124.0,159.0
2014-01-02,133.0,160.0
2014-01-03,153.0,182.0
2014-01-04,136.0,213.0
2014-01-05,134.0,217.0
2014-01-06,167.0,203.0
2014-01-07,140.0,237.0
2014-01-08,107.0,194.0
